date,series,value
2022-10-13,XAUUSD.Curncy,1666.37
2022-10-13,COM.US.Equity,26.5215
2022-10-14,BCOM.TR,245.572
2022-10-14,GSCI.TR,3571.607
2022-10-14,XAUUSD.Curncy,1644.47
2022-10-14,COM.US.Equity,26.5126
2022-10-17,BCOM.TR,244.4679
2022-10-17,GSCI.TR,3567.162
2022-10-17,XAUUSD.Curncy,1650.09
2022-10-17,COM.US.Equity,26.4683
2022-10-18,BCOM.TR,241.6474
2022-10-18,GSCI.TR,3510.208
2022-10-18,XAUUSD.Curncy,1652.22
2022-10-18,COM.US.Equity,26.4594
2022-10-19,BCOM.TR,240.3685
2022-10-19,GSCI.TR,3530.066
2022-10-19,XAUUSD.Curncy,1629.44
2022-10-19,COM.US.Equity,26.4239
2022-10-20,BCOM.TR,240.9303
2022-10-20,GSCI.TR,3532.61
2022-10-20,XAUUSD.Curncy,1628.02
2022-10-20,COM.US.Equity,26.435
2022-10-21,BCOM.TR,240.5712
2022-10-21,GSCI.TR,3538.49
2022-10-21,XAUUSD.Curncy,1657.69
2022-10-21,COM.US.Equity,26.4328
2022-10-24,BCOM.TR,241.4196
2022-10-24,GSCI.TR,3543.675
2022-10-24,XAUUSD.Curncy,1649.78
2022-10-24,COM.US.Equity,26.5037
2022-10-25,BCOM.TR,244.045
2022-10-25,GSCI.TR,3570.812
2022-10-25,XAUUSD.Curncy,1653.17
2022-10-25,COM.US.Equity,26.4328
2022-10-26,BCOM.TR,246.3745
2022-10-26,GSCI.TR,3633.542
2022-10-26,XAUUSD.Curncy,1664.57
2022-10-26,COM.US.Equity,26.4505
2022-10-27,BCOM.TR,245.0076
2022-10-27,GSCI.TR,3644.126
2022-10-27,XAUUSD.Curncy,1663.31
2022-10-27,COM.US.Equity,26.486
2022-10-28,BCOM.TR,241.805
2022-10-28,GSCI.TR,3603.202
2022-10-28,XAUUSD.Curncy,1644.86
2022-10-28,COM.US.Equity,26.4594
2022-10-31,BCOM.TR,245.3416
2022-10-31,GSCI.TR,3606.179
2022-10-31,XAUUSD.Curncy,1633.56
2022-10-31,COM.US.Equity,26.4594
2022-11-01,BCOM.TR,245.7234
2022-11-01,GSCI.TR,3633.1
2022-11-01,XAUUSD.Curncy,1647.98
2022-11-01,COM.US.Equity,26.4771
2022-11-02,BCOM.TR,249.1531
2022-11-02,GSCI.TR,3677.393
2022-11-02,XAUUSD.Curncy,1635.24
2022-11-02,COM.US.Equity,26.4771
2022-11-03,BCOM.TR,245.9628
2022-11-03,GSCI.TR,3652.697
2022-11-03,XAUUSD.Curncy,1629.49
2022-11-03,COM.US.Equity,26.4683
2022-11-04,BCOM.TR,254.42
2022-11-04,GSCI.TR,3772.675
2022-11-04,XAUUSD.Curncy,1681.87
2022-11-04,COM.US.Equity,26.4727
2022-11-07,BCOM.TR,255.9078
2022-11-07,GSCI.TR,3759.257
2022-11-07,XAUUSD.Curncy,1675.63
2022-11-07,COM.US.Equity,26.5126
2022-11-08,BCOM.TR,252.0446
2022-11-08,GSCI.TR,3690.786
2022-11-08,XAUUSD.Curncy,1712.42
2022-11-08,COM.US.Equity,26.4771
2022-11-09,BCOM.TR,248.2078
2022-11-09,GSCI.TR,3605.633
2022-11-09,XAUUSD.Curncy,1706.74
2022-11-09,COM.US.Equity,26.5037
2022-11-10,BCOM.TR,251.3491
2022-11-10,GSCI.TR,3626.945
2022-11-10,XAUUSD.Curncy,1755.45
2022-11-10,COM.US.Equity,26.4771
2022-11-11,BCOM.TR,253.2909
2022-11-11,GSCI.TR,3682.667
2022-11-11,XAUUSD.Curncy,1771.24
2022-11-11,COM.US.Equity,26.5392
2022-11-14,BCOM.TR,252.827
2022-11-14,GSCI.TR,3632.066
2022-11-14,XAUUSD.Curncy,1771.4
2022-11-14,COM.US.Equity,26.5924
2022-11-15,BCOM.TR,254.8105
2022-11-15,GSCI.TR,3665.811
2022-11-15,XAUUSD.Curncy,1778.94
2022-11-15,COM.US.Equity,26.5835
2022-11-16,BCOM.TR,253.353
2022-11-16,GSCI.TR,3637.788
2022-11-16,XAUUSD.Curncy,1773.87
2022-11-16,COM.US.Equity,26.5126
2022-11-17,BCOM.TR,249.6538
2022-11-17,GSCI.TR,3555.412
2022-11-17,XAUUSD.Curncy,1760.44
2022-11-17,COM.US.Equity,26.3796
2022-11-18,BCOM.TR,248.9733
2022-11-18,GSCI.TR,3526.812
2022-11-18,XAUUSD.Curncy,1750.68
2022-11-18,COM.US.Equity,26.3973
2022-11-21,BCOM.TR,250.2299
2022-11-21,GSCI.TR,3522.259
2022-11-21,XAUUSD.Curncy,1738.05
2022-11-21,COM.US.Equity,26.3175
2022-11-22,BCOM.TR,252.5147
2022-11-22,GSCI.TR,3557.67
2022-11-22,XAUUSD.Curncy,1740.25
2022-11-22,COM.US.Equity,26.3441
2022-11-23,BCOM.TR,252.8412
2022-11-23,GSCI.TR,3506.217
2022-11-23,XAUUSD.Curncy,1749.68
2022-11-23,COM.US.Equity,26.3796
2022-11-24,BCOM.TR,252.8412
2022-11-24,GSCI.TR,3506.217
2022-11-24,XAUUSD.Curncy,1755.24
2022-11-24,COM.US.Equity,26.3796
2022-11-25,BCOM.TR,249.4455
2022-11-25,GSCI.TR,3450.175
2022-11-25,XAUUSD.Curncy,1754.93
2022-11-25,COM.US.Equity,26.3663
2022-11-28,BCOM.TR,248.3951
2022-11-28,GSCI.TR,3442.881
2022-11-28,XAUUSD.Curncy,1741.36
2022-11-28,COM.US.Equity,26.2954
2022-11-29,BCOM.TR,250.1511
2022-11-29,GSCI.TR,3471.131
2022-11-29,XAUUSD.Curncy,1749.85
2022-11-29,COM.US.Equity,26.3441
2022-11-30,BCOM.TR,252.0594
2022-11-30,GSCI.TR,3544.677
2022-11-30,XAUUSD.Curncy,1768.52
2022-11-30,COM.US.Equity,26.5481
2022-12-01,BCOM.TR,252.1463
2022-12-01,GSCI.TR,3544.012
2022-12-01,XAUUSD.Curncy,1803.1
2022-12-01,COM.US.Equity,26.5924
2022-12-02,BCOM.TR,248.6778
2022-12-02,GSCI.TR,3490.809
2022-12-02,XAUUSD.Curncy,1797.63
2022-12-02,COM.US.Equity,26.6101
2022-12-05,BCOM.TR,241.5184
2022-12-05,GSCI.TR,3390.649
2022-12-05,XAUUSD.Curncy,1768.68
2022-12-05,COM.US.Equity,26.5391
2022-12-06,BCOM.TR,239.0421
2022-12-06,GSCI.TR,3308.062
2022-12-06,XAUUSD.Curncy,1771.04
2022-12-06,COM.US.Equity,26.5261
2022-12-07,BCOM.TR,240.6912
2022-12-07,GSCI.TR,3272.654
2022-12-07,XAUUSD.Curncy,1786.27
2022-12-07,COM.US.Equity,26.6456
2022-12-08,BCOM.TR,241.7302
2022-12-08,GSCI.TR,3270.094
2022-12-08,XAUUSD.Curncy,1789.14
2022-12-08,COM.US.Equity,26.7254
2022-12-09,BCOM.TR,242.9404
2022-12-09,GSCI.TR,3270.173
2022-12-09,XAUUSD.Curncy,1797.32
2022-12-09,COM.US.Equity,26.7254
2022-12-12,BCOM.TR,245.2109
2022-12-12,GSCI.TR,3330.169
2022-12-12,XAUUSD.Curncy,1781.44
2022-12-12,COM.US.Equity,26.6395
2022-12-13,BCOM.TR,250.0779
2022-12-13,GSCI.TR,3410.393
2022-12-13,XAUUSD.Curncy,1810.8
2022-12-13,COM.US.Equity,26.7786
2022-12-14,BCOM.TR,249.211
2022-12-14,GSCI.TR,3447.879
2022-12-14,XAUUSD.Curncy,1807.32
2022-12-14,COM.US.Equity,26.8544
2022-12-15,BCOM.TR,247.5894
2022-12-15,GSCI.TR,3419.278
2022-12-15,XAUUSD.Curncy,1776.85
2022-12-15,COM.US.Equity,26.7077
2022-12-16,BCOM.TR,245.2675
2022-12-16,GSCI.TR,3364.855
2022-12-16,XAUUSD.Curncy,1793.08
2022-12-16,COM.US.Equity,26.7431
2022-12-19,BCOM.TR,243.0309
2022-12-19,GSCI.TR,3356.364
2022-12-19,XAUUSD.Curncy,1787.62
2022-12-19,COM.US.Equity,26.7077
2022-12-20,BCOM.TR,243.6389
2022-12-20,GSCI.TR,3366.526
2022-12-20,XAUUSD.Curncy,1817.94
2022-12-20,COM.US.Equity,26.9001
2022-12-21,BCOM.TR,246.3316
2022-12-21,GSCI.TR,3431.044
2022-12-21,XAUUSD.Curncy,1814.39
2022-12-21,COM.US.Equity,26.8545
2022-12-22,BCOM.TR,242.3377
2022-12-22,GSCI.TR,3400.524
2022-12-22,XAUUSD.Curncy,1792.52
2022-12-22,COM.US.Equity,26.8271
2022-12-23,BCOM.TR,245.139
2022-12-23,GSCI.TR,3468.329
2022-12-23,XAUUSD.Curncy,1798.2
2022-12-23,COM.US.Equity,26.9457
2022-12-26,BCOM.TR,245.139
2022-12-26,GSCI.TR,3468.329
2022-12-26,XAUUSD.Curncy,1798.2
2022-12-26,COM.US.Equity,26.9457
2022-12-27,BCOM.TR,247.0004
2022-12-27,GSCI.TR,3498.157
2022-12-27,XAUUSD.Curncy,1813.69
2022-12-27,COM.US.Equity,26.8818
2022-12-28,BCOM.TR,245.5165
2022-12-28,GSCI.TR,3471.004
2022-12-28,XAUUSD.Curncy,1804.35
2022-12-28,COM.US.Equity,26.8408
2022-12-29,BCOM.TR,244.9626
2022-12-29,GSCI.TR,3453.918
2022-12-29,XAUUSD.Curncy,1814.91
2022-12-29,COM.US.Equity,26.9183
2022-12-30,BCOM.TR,245.8892
2022-12-30,GSCI.TR,3495.765
2022-12-30,XAUUSD.Curncy,1824.02
2022-12-30,COM.US.Equity,26.8545
2023-01-02,BCOM.TR,245.8892
2023-01-02,GSCI.TR,3495.765
2023-01-02,XAUUSD.Curncy,1824.02
2023-01-02,COM.US.Equity,26.8545
2023-01-03,BCOM.TR,240.5821
2023-01-03,GSCI.TR,3386.029
2023-01-03,XAUUSD.Curncy,1839.48
2023-01-03,COM.US.Equity,26.8088
2023-01-04,BCOM.TR,236.7927
2023-01-04,GSCI.TR,3275.259
2023-01-04,XAUUSD.Curncy,1854.56
2023-01-04,COM.US.Equity,26.7906
2023-01-05,BCOM.TR,234.1986
2023-01-05,GSCI.TR,3275.045
2023-01-05,XAUUSD.Curncy,1832.89
2023-01-05,COM.US.Equity,26.6354
2023-01-06,BCOM.TR,235.8627
2023-01-06,GSCI.TR,3287.865
2023-01-06,XAUUSD.Curncy,1865.69
2023-01-06,COM.US.Equity,26.8271
2023-01-09,BCOM.TR,238.4183
2023-01-09,GSCI.TR,3329.556
2023-01-09,XAUUSD.Curncy,1871.81
2023-01-09,COM.US.Equity,26.9275
2023-01-10,BCOM.TR,237.16
2023-01-10,GSCI.TR,3336.369
2023-01-10,XAUUSD.Curncy,1877.03
2023-01-10,COM.US.Equity,27.0005
2023-01-11,BCOM.TR,239.4069
2023-01-11,GSCI.TR,3403.493
2023-01-11,XAUUSD.Curncy,1875.69
2023-01-11,COM.US.Equity,27.0827
2023-01-12,BCOM.TR,242.2151
2023-01-12,GSCI.TR,3446.147
2023-01-12,XAUUSD.Curncy,1897.09
2023-01-12,COM.US.Equity,27.2013
2023-01-13,BCOM.TR,243.6364
2023-01-13,GSCI.TR,3483.13
2023-01-13,XAUUSD.Curncy,1920.23
2023-01-13,COM.US.Equity,27.3656
2023-01-16,BCOM.TR,243.6364
2023-01-16,GSCI.TR,3483.13
2023-01-16,XAUUSD.Curncy,1916.02
2023-01-16,COM.US.Equity,27.3656
2023-01-17,BCOM.TR,244.718
2023-01-17,GSCI.TR,3503.746
2023-01-17,XAUUSD.Curncy,1908.69
2023-01-17,COM.US.Equity,27.4113
2023-01-18,BCOM.TR,243.8282
2023-01-18,GSCI.TR,3490.57
2023-01-18,XAUUSD.Curncy,1904.11
2023-01-18,COM.US.Equity,27.2652
2023-01-19,BCOM.TR,244.4109
2023-01-19,GSCI.TR,3507.611
2023-01-19,XAUUSD.Curncy,1932.24
2023-01-19,COM.US.Equity,27.3426
2023-01-20,BCOM.TR,245.0564
2023-01-20,GSCI.TR,3545.934
2023-01-20,XAUUSD.Curncy,1926.08
2023-01-20,COM.US.Equity,27.3382
2023-01-23,BCOM.TR,246.0041
2023-01-23,GSCI.TR,3563.288
2023-01-23,XAUUSD.Curncy,1931.04
2023-01-23,COM.US.Equity,27.2378
2023-01-24,BCOM.TR,244.7141
2023-01-24,GSCI.TR,3525.086
2023-01-24,XAUUSD.Curncy,1937.36
2023-01-24,COM.US.Equity,27.32
2023-01-25,BCOM.TR,244.3633
2023-01-25,GSCI.TR,3513.419
2023-01-25,XAUUSD.Curncy,1946.11
2023-01-25,COM.US.Equity,27.3839
2023-01-26,BCOM.TR,245.8143
2023-01-26,GSCI.TR,3543.065
2023-01-26,XAUUSD.Curncy,1929.21
2023-01-26,COM.US.Equity,27.5391
2023-01-27,BCOM.TR,244.1451
2023-01-27,GSCI.TR,3507.31
2023-01-27,XAUUSD.Curncy,1928.04
2023-01-27,COM.US.Equity,27.4934
2023-01-30,BCOM.TR,242.461
2023-01-30,GSCI.TR,3456.619
2023-01-30,XAUUSD.Curncy,1923.17
2023-01-30,COM.US.Equity,27.5391
2023-01-31,BCOM.TR,244.6844
2023-01-31,GSCI.TR,3492.708
2023-01-31,XAUUSD.Curncy,1928.36
2023-01-31,COM.US.Equity,27.7307
2023-02-01,BCOM.TR,239.7579
2023-02-01,GSCI.TR,3406.4
2023-02-01,XAUUSD.Curncy,1950.52
2023-02-01,COM.US.Equity,27.6942
2023-02-02,BCOM.TR,239.5191
2023-02-02,GSCI.TR,3388.895
2023-02-02,XAUUSD.Curncy,1912.72
2023-02-02,COM.US.Equity,27.5117
2023-02-03,BCOM.TR,234.4262
2023-02-03,GSCI.TR,3312.146
2023-02-03,XAUUSD.Curncy,1864.97
2023-02-03,COM.US.Equity,27.2104
2023-02-06,BCOM.TR,233.6495
2023-02-06,GSCI.TR,3311.607
2023-02-06,XAUUSD.Curncy,1867.48
2023-02-06,COM.US.Equity,27.0918
2023-02-07,BCOM.TR,236.8308
2023-02-07,GSCI.TR,3389.584
2023-02-07,XAUUSD.Curncy,1873.1
2023-02-07,COM.US.Equity,27.1374
2023-02-08,BCOM.TR,236.8162
2023-02-08,GSCI.TR,3413.053
2023-02-08,XAUUSD.Curncy,1875.49
2023-02-08,COM.US.Equity,27.2196
2023-02-09,BCOM.TR,236.4296
2023-02-09,GSCI.TR,3395.822
2023-02-09,XAUUSD.Curncy,1861.78
2023-02-09,COM.US.Equity,27.1557
2023-02-10,BCOM.TR,238.1528
2023-02-10,GSCI.TR,3443.096
2023-02-10,XAUUSD.Curncy,1865.57
2023-02-10,COM.US.Equity,27.1922
2023-02-13,BCOM.TR,237.9951
2023-02-13,GSCI.TR,3455.063
2023-02-13,XAUUSD.Curncy,1853.49
2023-02-13,COM.US.Equity,27.1648
2023-02-14,BCOM.TR,238.4578
2023-02-14,GSCI.TR,3443.583
2023-02-14,XAUUSD.Curncy,1854.31
2023-02-14,COM.US.Equity,27.1739
2023-02-15,BCOM.TR,235.5118
2023-02-15,GSCI.TR,3410.633
2023-02-15,XAUUSD.Curncy,1836.01
2023-02-15,COM.US.Equity,27.0534
2023-02-16,BCOM.TR,235.6354
2023-02-16,GSCI.TR,3404.216
2023-02-16,XAUUSD.Curncy,1836.36
2023-02-16,COM.US.Equity,27.0553
2023-02-17,BCOM.TR,233.6694
2023-02-17,GSCI.TR,3352.154
2023-02-17,XAUUSD.Curncy,1842.36
2023-02-17,COM.US.Equity,27.1192
2023-02-20,BCOM.TR,233.6694
2023-02-20,GSCI.TR,3352.154
2023-02-20,XAUUSD.Curncy,1841.38
2023-02-20,COM.US.Equity,27.1192
2023-02-21,BCOM.TR,234.9137
2023-02-21,GSCI.TR,3370.058
2023-02-21,XAUUSD.Curncy,1835.09
2023-02-21,COM.US.Equity,27.2926
2023-02-22,BCOM.TR,232.9444
2023-02-22,GSCI.TR,3310.041
2023-02-22,XAUUSD.Curncy,1825.39
2023-02-22,COM.US.Equity,27.1831
2023-02-23,BCOM.TR,232.6426
2023-02-23,GSCI.TR,3324.089
2023-02-23,XAUUSD.Curncy,1822.28
2023-02-23,COM.US.Equity,27.1329
2023-02-24,BCOM.TR,231.7241
2023-02-24,GSCI.TR,3332.57
2023-02-24,XAUUSD.Curncy,1811.04
2023-02-24,COM.US.Equity,26.8453
2023-02-27,BCOM.TR,232.74
2023-02-27,GSCI.TR,3333.566
2023-02-27,XAUUSD.Curncy,1817.14
2023-02-27,COM.US.Equity,26.9914
2023-02-28,BCOM.TR,233.1867
2023-02-28,GSCI.TR,3359.08
2023-02-28,XAUUSD.Curncy,1826.92
2023-02-28,COM.US.Equity,26.9183
2023-03-01,BCOM.TR,235.7066
2023-03-01,GSCI.TR,3394.167
2023-03-01,XAUUSD.Curncy,1836.72
2023-03-01,COM.US.Equity,27.1192
2023-03-02,BCOM.TR,234.959
2023-03-02,GSCI.TR,3396.076
2023-03-02,XAUUSD.Curncy,1835.87
2023-03-02,COM.US.Equity,27.0553
2023-03-03,BCOM.TR,238.0065
2023-03-03,GSCI.TR,3441.17
2023-03-03,XAUUSD.Curncy,1856.48
2023-03-03,COM.US.Equity,27.2789
2023-03-06,BCOM.TR,235.9373
2023-03-06,GSCI.TR,3433.261
2023-03-06,XAUUSD.Curncy,1846.86
2023-03-06,COM.US.Equity,27.2652
2023-03-07,BCOM.TR,232.5571
2023-03-07,GSCI.TR,3361.967
2023-03-07,XAUUSD.Curncy,1813.45
2023-03-07,COM.US.Equity,27.037
2023-03-08,BCOM.TR,230.9914
2023-03-08,GSCI.TR,3335.922
2023-03-08,XAUUSD.Curncy,1813.8
2023-03-08,COM.US.Equity,27.0416
2023-03-09,BCOM.TR,229.1545
2023-03-09,GSCI.TR,3295.828
2023-03-09,XAUUSD.Curncy,1831.03
2023-03-09,COM.US.Equity,27.0918
2023-03-10,BCOM.TR,229.9658
2023-03-10,GSCI.TR,3325.079
2023-03-10,XAUUSD.Curncy,1868.26
2023-03-10,COM.US.Equity,27.1831
2023-03-13,BCOM.TR,231.3293
2023-03-13,GSCI.TR,3296.562
2023-03-13,XAUUSD.Curncy,1913.7
2023-03-13,COM.US.Equity,27.3382
2023-03-14,BCOM.TR,229.3293
2023-03-14,GSCI.TR,3233.384
2023-03-14,XAUUSD.Curncy,1904.01
2023-03-14,COM.US.Equity,27.247
2023-03-15,BCOM.TR,224.834
2023-03-15,GSCI.TR,3123.354
2023-03-15,XAUUSD.Curncy,1918.58
2023-03-15,COM.US.Equity,27.1831
2023-03-16,BCOM.TR,226.204
2023-03-16,GSCI.TR,3150.293
2023-03-16,XAUUSD.Curncy,1919.52
2023-03-16,COM.US.Equity,27.215
2023-03-17,BCOM.TR,225.8677
2023-03-17,GSCI.TR,3129.711
2023-03-17,XAUUSD.Curncy,1989.25
2023-03-17,COM.US.Equity,27.4067
2023-03-20,BCOM.TR,225.9034
2023-03-20,GSCI.TR,3141.535
2023-03-20,XAUUSD.Curncy,1978.84
2023-03-20,COM.US.Equity,27.4067
2023-03-21,BCOM.TR,226.2349
2023-03-21,GSCI.TR,3169.833
2023-03-21,XAUUSD.Curncy,1940.07
2023-03-21,COM.US.Equity,27.3291
2023-03-22,BCOM.TR,225.9653
2023-03-22,GSCI.TR,3194.413
2023-03-22,XAUUSD.Curncy,1970.11
2023-03-22,COM.US.Equity,27.4752
2023-03-23,BCOM.TR,225.9503
2023-03-23,GSCI.TR,3181.554
2023-03-23,XAUUSD.Curncy,1993.4
2023-03-23,COM.US.Equity,27.5025
2023-03-24,BCOM.TR,227.0217
2023-03-24,GSCI.TR,3177.433
2023-03-24,XAUUSD.Curncy,1978.21
2023-03-24,COM.US.Equity,27.4752
2023-03-27,BCOM.TR,228.7081
2023-03-27,GSCI.TR,3255.308
2023-03-27,XAUUSD.Curncy,1956.67
2023-03-27,COM.US.Equity,27.5208
2023-03-28,BCOM.TR,230.0899
2023-03-28,GSCI.TR,3274.328
2023-03-28,XAUUSD.Curncy,1973.54
2023-03-28,COM.US.Equity,27.7125
2023-03-29,BCOM.TR,229.6727
2023-03-29,GSCI.TR,3259.625
2023-03-29,XAUUSD.Curncy,1964.7
2023-03-29,COM.US.Equity,27.676
2023-03-30,BCOM.TR,230.2165
2023-03-30,GSCI.TR,3279.879
2023-03-30,XAUUSD.Curncy,1980.37
2023-03-30,COM.US.Equity,27.8859
2023-03-31,BCOM.TR,232.7065
2023-03-31,GSCI.TR,3323.013
2023-03-31,XAUUSD.Curncy,1969.28
2023-03-31,COM.US.Equity,27.9954
2023-04-03,BCOM.TR,235.0608
2023-04-03,GSCI.TR,3415.951
2023-04-03,XAUUSD.Curncy,1984.65
2023-04-03,COM.US.Equity,28.032
2023-04-04,BCOM.TR,235.0552
2023-04-04,GSCI.TR,3407.706
2023-04-04,XAUUSD.Curncy,2020.42
2023-04-04,COM.US.Equity,28.1465
2023-04-05,BCOM.TR,235.3459
2023-04-05,GSCI.TR,3418.594
2023-04-05,XAUUSD.Curncy,2020.73
2023-04-05,COM.US.Equity,28.2328
2023-04-06,BCOM.TR,234.5064
2023-04-06,GSCI.TR,3410.594
2023-04-06,XAUUSD.Curncy,2007.91
2023-04-06,COM.US.Equity,28.3058
2023-04-07,BCOM.TR,234.5064
2023-04-07,GSCI.TR,3410.594
2023-04-07,XAUUSD.Curncy,2007.91
2023-04-07,COM.US.Equity,28.3058
2023-04-10,BCOM.TR,234.6555
2023-04-10,GSCI.TR,3404.812
2023-04-10,XAUUSD.Curncy,1991.48
2023-04-10,COM.US.Equity,28.2602
2023-04-11,BCOM.TR,236.6494
2023-04-11,GSCI.TR,3437.619
2023-04-11,XAUUSD.Curncy,2003.62
2023-04-11,COM.US.Equity,28.4241
2023-04-12,BCOM.TR,237.7442
2023-04-12,GSCI.TR,3475.123
2023-04-12,XAUUSD.Curncy,2014.93
2023-04-12,COM.US.Equity,28.461
2023-04-13,BCOM.TR,237.997
2023-04-13,GSCI.TR,3455.149
2023-04-13,XAUUSD.Curncy,2040.22
2023-04-13,COM.US.Equity,28.5751
2023-04-14,BCOM.TR,238.2548
2023-04-14,GSCI.TR,3465.635
2023-04-14,XAUUSD.Curncy,2004.17
2023-04-14,COM.US.Equity,28.4245
2023-04-17,BCOM.TR,238.8274
2023-04-17,GSCI.TR,3446.619
2023-04-17,XAUUSD.Curncy,1995.19
2023-04-17,COM.US.Equity,28.4518
2023-04-18,BCOM.TR,240.4493
2023-04-18,GSCI.TR,3457.462
2023-04-18,XAUUSD.Curncy,2005.45
2023-04-18,COM.US.Equity,28.5066
2023-04-19,BCOM.TR,237.3389
2023-04-19,GSCI.TR,3402.574
2023-04-19,XAUUSD.Curncy,1994.93
2023-04-19,COM.US.Equity,28.4792
2023-04-20,BCOM.TR,235.2911
2023-04-20,GSCI.TR,3348.461
2023-04-20,XAUUSD.Curncy,2004.8
2023-04-20,COM.US.Equity,28.5751
2023-04-21,BCOM.TR,233.5242
2023-04-21,GSCI.TR,3346.627
2023-04-21,XAUUSD.Curncy,1983.06
2023-04-21,COM.US.Equity,28.4062
2023-04-24,BCOM.TR,234.555
2023-04-24,GSCI.TR,3369.507
2023-04-24,XAUUSD.Curncy,1989.14
2023-04-24,COM.US.Equity,28.5431
2023-04-25,BCOM.TR,231.5306
2023-04-25,GSCI.TR,3313.839
2023-04-25,XAUUSD.Curncy,1997.39
2023-04-25,COM.US.Equity,28.5879
2023-04-26,BCOM.TR,228.9936
2023-04-26,GSCI.TR,3250.034
2023-04-26,XAUUSD.Curncy,1989.04
2023-04-26,COM.US.Equity,28.5063
2023-04-27,BCOM.TR,228.7664
2023-04-27,GSCI.TR,3246.533
2023-04-27,XAUUSD.Curncy,1987.78
2023-04-27,COM.US.Equity,28.5979
2023-04-28,BCOM.TR,230.9578
2023-04-28,GSCI.TR,3297.806
2023-04-28,XAUUSD.Curncy,1990
2023-04-28,COM.US.Equity,28.6344
2023-05-01,BCOM.TR,229.6255
2023-05-01,GSCI.TR,3270.83
2023-05-01,XAUUSD.Curncy,1982.56
2023-05-01,COM.US.Equity,28.5431
2023-05-02,BCOM.TR,226.6963
2023-05-02,GSCI.TR,3172.969
2023-05-02,XAUUSD.Curncy,2016.68
2023-05-02,COM.US.Equity,28.5249
2023-05-03,BCOM.TR,224.9859
2023-05-03,GSCI.TR,3107.991
2023-05-03,XAUUSD.Curncy,2038.97
2023-05-03,COM.US.Equity,28.534
2023-05-04,BCOM.TR,225.2652
2023-05-04,GSCI.TR,3112.559
2023-05-04,XAUUSD.Curncy,2050.28
2023-05-04,COM.US.Equity,28.7074
2023-05-05,BCOM.TR,228.1858
2023-05-05,GSCI.TR,3187.353
2023-05-05,XAUUSD.Curncy,2016.79
2023-05-05,COM.US.Equity,28.7805
2023-05-08,BCOM.TR,229.9316
2023-05-08,GSCI.TR,3234.768
2023-05-08,XAUUSD.Curncy,2021.16
2023-05-08,COM.US.Equity,28.7622
2023-05-09,BCOM.TR,229.6308
2023-05-09,GSCI.TR,3238.555
2023-05-09,XAUUSD.Curncy,2034.56
2023-05-09,COM.US.Equity,28.7531
2023-05-10,BCOM.TR,227.8561
2023-05-10,GSCI.TR,3217.354
2023-05-10,XAUUSD.Curncy,2030.09
2023-05-10,COM.US.Equity,28.7029
2023-05-11,BCOM.TR,224.3088
2023-05-11,GSCI.TR,3160.392
2023-05-11,XAUUSD.Curncy,2015.05
2023-05-11,COM.US.Equity,28.388
2023-05-12,BCOM.TR,224.4831
2023-05-12,GSCI.TR,3150.342
2023-05-12,XAUUSD.Curncy,2010.77
2023-05-12,COM.US.Equity,28.3423
2023-05-15,BCOM.TR,227.1104
2023-05-15,GSCI.TR,3195.402
2023-05-15,XAUUSD.Curncy,2016.49
2023-05-15,COM.US.Equity,28.3788
2023-05-16,BCOM.TR,224.5717
2023-05-16,GSCI.TR,3174.143
2023-05-16,XAUUSD.Curncy,1989.17
2023-05-16,COM.US.Equity,28.1963
2023-05-17,BCOM.TR,225.1755
2023-05-17,GSCI.TR,3213.212
2023-05-17,XAUUSD.Curncy,1981.84
2023-05-17,COM.US.Equity,28.1141
2023-05-18,BCOM.TR,224.1906
2023-05-18,GSCI.TR,3188.676
2023-05-18,XAUUSD.Curncy,1957.55
2023-05-18,COM.US.Equity,28.0776
2023-05-19,BCOM.TR,224.4625
2023-05-19,GSCI.TR,3179.877
2023-05-19,XAUUSD.Curncy,1977.81
2023-05-19,COM.US.Equity,28.1141
2023-05-22,BCOM.TR,224.1141
2023-05-22,GSCI.TR,3187.224
2023-05-22,XAUUSD.Curncy,1971.86
2023-05-22,COM.US.Equity,28.1367
2023-05-23,BCOM.TR,223.3029
2023-05-23,GSCI.TR,3199.597
2023-05-23,XAUUSD.Curncy,1975.23
2023-05-23,COM.US.Equity,28.1232
2023-05-24,BCOM.TR,223.5198
2023-05-24,GSCI.TR,3228.02
2023-05-24,XAUUSD.Curncy,1957.16
2023-05-24,COM.US.Equity,28.0137
2023-05-25,BCOM.TR,220.7006
2023-05-25,GSCI.TR,3170.968
2023-05-25,XAUUSD.Curncy,1941.41
2023-05-25,COM.US.Equity,27.8677
2023-05-26,BCOM.TR,222.4788
2023-05-26,GSCI.TR,3203.255
2023-05-26,XAUUSD.Curncy,1946.46
2023-05-26,COM.US.Equity,27.9863
2023-05-29,BCOM.TR,222.4788
2023-05-29,GSCI.TR,3203.255
2023-05-29,XAUUSD.Curncy,1943.19
2023-05-29,COM.US.Equity,27.9863
2023-05-30,BCOM.TR,218.717
2023-05-30,GSCI.TR,3121.404
2023-05-30,XAUUSD.Curncy,1959.33
2023-05-30,COM.US.Equity,28.0502
2023-05-31,BCOM.TR,217.9403
2023-05-31,GSCI.TR,3096.398
2023-05-31,XAUUSD.Curncy,1962.73
2023-05-31,COM.US.Equity,28.0685
2023-06-01,BCOM.TR,220.7035
2023-06-01,GSCI.TR,3150.68
