date,series,value
2021-05-18,BCOM.TR,198.8929
2021-05-18,GSCI.TR,2491.796
2021-05-18,XAUUSD.Curncy,1869.44
2021-05-18,COM.US.Equity,22.8241
2021-05-19,BCOM.TR,195.2414
2021-05-19,GSCI.TR,2434.328
2021-05-19,XAUUSD.Curncy,1869.62
2021-05-19,COM.US.Equity,22.4811
2021-05-20,BCOM.TR,194.0613
2021-05-20,GSCI.TR,2410.267
2021-05-20,XAUUSD.Curncy,1877.21
2021-05-20,COM.US.Equity,22.385
2021-05-21,BCOM.TR,194.0743
2021-05-21,GSCI.TR,2429.319
2021-05-21,XAUUSD.Curncy,1881.25
2021-05-21,COM.US.Equity,22.4125
2021-05-24,BCOM.TR,195.543
2021-05-24,GSCI.TR,2466.978
2021-05-24,XAUUSD.Curncy,1881.02
2021-05-24,COM.US.Equity,22.5421
2021-05-25,BCOM.TR,195.1312
2021-05-25,GSCI.TR,2458.652
2021-05-25,XAUUSD.Curncy,1899.25
2021-05-25,COM.US.Equity,22.4353
2021-05-26,BCOM.TR,195.59
2021-05-26,GSCI.TR,2465.285
2021-05-26,XAUUSD.Curncy,1896.67
2021-05-26,COM.US.Equity,22.4658
2021-05-27,BCOM.TR,198.1493
2021-05-27,GSCI.TR,2499.917
2021-05-27,XAUUSD.Curncy,1896.54
2021-05-27,COM.US.Equity,22.7708
2021-05-28,BCOM.TR,198.197
2021-05-28,GSCI.TR,2490.862
2021-05-28,XAUUSD.Curncy,1903.77
2021-05-28,COM.US.Equity,22.6945
2021-05-31,BCOM.TR,198.197
2021-05-31,GSCI.TR,2490.862
2021-05-31,XAUUSD.Curncy,1906.87
2021-05-31,COM.US.Equity,22.6945
2021-06-01,BCOM.TR,201.0025
2021-06-01,GSCI.TR,2533.345
2021-06-01,XAUUSD.Curncy,1900.44
2021-06-01,COM.US.Equity,23.1443
2021-06-02,BCOM.TR,201.6582
2021-06-02,GSCI.TR,2548.443
2021-06-02,XAUUSD.Curncy,1908.38
2021-06-02,COM.US.Equity,23.0757
2021-06-03,BCOM.TR,199.132
2021-06-03,GSCI.TR,2528.329
2021-06-03,XAUUSD.Curncy,1870.76
2021-06-03,COM.US.Equity,22.9232
2021-06-04,BCOM.TR,202.1676
2021-06-04,GSCI.TR,2560.488
2021-06-04,XAUUSD.Curncy,1891.59
2021-06-04,COM.US.Equity,23.1519
2021-06-07,BCOM.TR,201.0467
2021-06-07,GSCI.TR,2546.315
2021-06-07,XAUUSD.Curncy,1899.21
2021-06-07,COM.US.Equity,23.19
2021-06-08,BCOM.TR,202.3583
2021-06-08,GSCI.TR,2566.406
2021-06-08,XAUUSD.Curncy,1892.89
2021-06-08,COM.US.Equity,23.3349
2021-06-09,BCOM.TR,202.4219
2021-06-09,GSCI.TR,2567.923
2021-06-09,XAUUSD.Curncy,1888.57
2021-06-09,COM.US.Equity,23.2815
2021-06-10,BCOM.TR,202.9024
2021-06-10,GSCI.TR,2576.521
2021-06-10,XAUUSD.Curncy,1898.51
2021-06-10,COM.US.Equity,23.3806
2021-06-11,BCOM.TR,202.8213
2021-06-11,GSCI.TR,2578.6
2021-06-11,XAUUSD.Curncy,1877.53
2021-06-11,COM.US.Equity,23.3044
2021-06-14,BCOM.TR,201.3778
2021-06-14,GSCI.TR,2566.492
2021-06-14,XAUUSD.Curncy,1866.18
2021-06-14,COM.US.Equity,23.0833
2021-06-15,BCOM.TR,199.7299
2021-06-15,GSCI.TR,2567.245
2021-06-15,XAUUSD.Curncy,1859.02
2021-06-15,COM.US.Equity,22.8686
2021-06-16,BCOM.TR,199.4573
2021-06-16,GSCI.TR,2568.702
2021-06-16,XAUUSD.Curncy,1811.47
2021-06-16,COM.US.Equity,22.725
2021-06-17,BCOM.TR,192.3843
2021-06-17,GSCI.TR,2498.543
2021-06-17,XAUUSD.Curncy,1773.5
2021-06-17,COM.US.Equity,22.3134
2021-06-18,BCOM.TR,194.1591
2021-06-18,GSCI.TR,2520.482
2021-06-18,XAUUSD.Curncy,1764.16
2021-06-18,COM.US.Equity,22.5116
2021-06-21,BCOM.TR,195.4972
2021-06-21,GSCI.TR,2547.102
2021-06-21,XAUUSD.Curncy,1783.27
2021-06-21,COM.US.Equity,22.6412
2021-06-22,BCOM.TR,195.4234
2021-06-22,GSCI.TR,2546.249
2021-06-22,XAUUSD.Curncy,1778.74
2021-06-22,COM.US.Equity,22.6221
2021-06-23,BCOM.TR,196.975
2021-06-23,GSCI.TR,2560.79
2021-06-23,XAUUSD.Curncy,1778.68
2021-06-23,COM.US.Equity,22.7479
2021-06-24,BCOM.TR,197.1988
2021-06-24,GSCI.TR,2562.193
2021-06-24,XAUUSD.Curncy,1775.17
2021-06-24,COM.US.Equity,22.7784
2021-06-25,BCOM.TR,197.3719
2021-06-25,GSCI.TR,2568.646
2021-06-25,XAUUSD.Curncy,1781.44
2021-06-25,COM.US.Equity,22.7021
2021-06-28,BCOM.TR,198.7168
2021-06-28,GSCI.TR,2563.318
2021-06-28,XAUUSD.Curncy,1778.48
2021-06-28,COM.US.Equity,22.8317
2021-06-29,BCOM.TR,198.9993
2021-06-29,GSCI.TR,2568.97
2021-06-29,XAUUSD.Curncy,1761.24
2021-06-29,COM.US.Equity,22.8622
2021-06-30,BCOM.TR,201.8662
2021-06-30,GSCI.TR,2597.793
2021-06-30,XAUUSD.Curncy,1770.11
2021-06-30,COM.US.Equity,23.0909
2021-07-01,BCOM.TR,202.1823
2021-07-01,GSCI.TR,2619.852
2021-07-01,XAUUSD.Curncy,1776.84
2021-07-01,COM.US.Equity,23.1062
2021-07-02,BCOM.TR,202.7936
2021-07-02,GSCI.TR,2624.366
2021-07-02,XAUUSD.Curncy,1787.3
2021-07-02,COM.US.Equity,23.2282
2021-07-05,BCOM.TR,202.7936
2021-07-05,GSCI.TR,2624.366
2021-07-05,XAUUSD.Curncy,1791.77
2021-07-05,COM.US.Equity,23.2282
2021-07-06,BCOM.TR,198.1437
2021-07-06,GSCI.TR,2563.191
2021-07-06,XAUUSD.Curncy,1797.08
2021-07-06,COM.US.Equity,22.7672
2021-07-07,BCOM.TR,197.4553
2021-07-07,GSCI.TR,2538.991
2021-07-07,XAUUSD.Curncy,1803.63
2021-07-07,COM.US.Equity,22.6717
2021-07-08,BCOM.TR,197.6729
2021-07-08,GSCI.TR,2547.741
2021-07-08,XAUUSD.Curncy,1802.83
2021-07-08,COM.US.Equity,22.6793
2021-07-09,BCOM.TR,199.6381
2021-07-09,GSCI.TR,2583.979
2021-07-09,XAUUSD.Curncy,1808.32
2021-07-09,COM.US.Equity,22.7784
2021-07-12,BCOM.TR,200.641
2021-07-12,GSCI.TR,2587.051
2021-07-12,XAUUSD.Curncy,1806.28
2021-07-12,COM.US.Equity,22.8968
2021-07-13,BCOM.TR,201.7395
2021-07-13,GSCI.TR,2614.229
2021-07-13,XAUUSD.Curncy,1807.76
2021-07-13,COM.US.Equity,22.9842
2021-07-14,BCOM.TR,201.5873
2021-07-14,GSCI.TR,2591.344
2021-07-14,XAUUSD.Curncy,1827.53
2021-07-14,COM.US.Equity,23.0376
2021-07-15,BCOM.TR,200.9895
2021-07-15,GSCI.TR,2571.394
2021-07-15,XAUUSD.Curncy,1829.47
2021-07-15,COM.US.Equity,23.0223
2021-07-16,BCOM.TR,201.6343
2021-07-16,GSCI.TR,2575.469
2021-07-16,XAUUSD.Curncy,1812.05
2021-07-16,COM.US.Equity,23.1291
2021-07-19,BCOM.TR,196.6379
2021-07-19,GSCI.TR,2469.834
2021-07-19,XAUUSD.Curncy,1812.64
2021-07-19,COM.US.Equity,22.6717
2021-07-20,BCOM.TR,199.2469
2021-07-20,GSCI.TR,2499.682
2021-07-20,XAUUSD.Curncy,1810.36
2021-07-20,COM.US.Equity,22.8927
2021-07-21,BCOM.TR,202.2113
2021-07-21,GSCI.TR,2562.164
2021-07-21,XAUUSD.Curncy,1803.66
2021-07-21,COM.US.Equity,23.1367
2021-07-22,BCOM.TR,203.932
2021-07-22,GSCI.TR,2592.612
2021-07-22,XAUUSD.Curncy,1806.92
2021-07-22,COM.US.Equity,23.2167
2021-07-23,BCOM.TR,204.3231
2021-07-23,GSCI.TR,2596.505
2021-07-23,XAUUSD.Curncy,1802.15
2021-07-23,COM.US.Equity,23.2282
2021-07-26,BCOM.TR,206.3586
2021-07-26,GSCI.TR,2610.387
2021-07-26,XAUUSD.Curncy,1797.63
2021-07-26,COM.US.Equity,23.3882
2021-07-27,BCOM.TR,204.6344
2021-07-27,GSCI.TR,2598.662
2021-07-27,XAUUSD.Curncy,1799.09
2021-07-27,COM.US.Equity,23.3349
2021-07-28,BCOM.TR,205.3746
2021-07-28,GSCI.TR,2611.614
2021-07-28,XAUUSD.Curncy,1807.11
2021-07-28,COM.US.Equity,23.4035
2021-07-29,BCOM.TR,208.2043
2021-07-29,GSCI.TR,2649.454
2021-07-29,XAUUSD.Curncy,1828.17
2021-07-29,COM.US.Equity,23.6093
2021-07-30,BCOM.TR,205.5776
2021-07-30,GSCI.TR,2638.689
2021-07-30,XAUUSD.Curncy,1814.19
2021-07-30,COM.US.Equity,23.434
2021-08-02,BCOM.TR,204.4508
2021-08-02,GSCI.TR,2601.279
2021-08-02,XAUUSD.Curncy,1813.47
2021-08-02,COM.US.Equity,23.4416
2021-08-03,BCOM.TR,203.5977
2021-08-03,GSCI.TR,2585.17
2021-08-03,XAUUSD.Curncy,1810.44
2021-08-03,COM.US.Equity,23.3959
2021-08-04,BCOM.TR,202.5423
2021-08-04,GSCI.TR,2544.964
2021-08-04,XAUUSD.Curncy,1811.74
2021-08-04,COM.US.Equity,23.2434
2021-08-05,BCOM.TR,203.5006
2021-08-05,GSCI.TR,2565.155
2021-08-05,XAUUSD.Curncy,1804.41
2021-08-05,COM.US.Equity,23.3501
2021-08-06,BCOM.TR,202.1843
2021-08-06,GSCI.TR,2548.298
2021-08-06,XAUUSD.Curncy,1763.03
2021-08-06,COM.US.Equity,23.3959
2021-08-09,BCOM.TR,198.851
2021-08-09,GSCI.TR,2501.675
2021-08-09,XAUUSD.Curncy,1729.94
2021-08-09,COM.US.Equity,23.2129
2021-08-10,BCOM.TR,201.537
2021-08-10,GSCI.TR,2545.934
2021-08-10,XAUUSD.Curncy,1728.93
2021-08-10,COM.US.Equity,23.4569
2021-08-11,BCOM.TR,202.7755
2021-08-11,GSCI.TR,2565.597
2021-08-11,XAUUSD.Curncy,1751.7
2021-08-11,COM.US.Equity,23.5483
2021-08-12,BCOM.TR,202.8138
2021-08-12,GSCI.TR,2570.54
2021-08-12,XAUUSD.Curncy,1752.9
2021-08-12,COM.US.Equity,23.6551
2021-08-13,BCOM.TR,203.2211
2021-08-13,GSCI.TR,2565.054
2021-08-13,XAUUSD.Curncy,1779.74
2021-08-13,COM.US.Equity,23.6881
2021-08-16,BCOM.TR,202.9123
2021-08-16,GSCI.TR,2544.429
2021-08-16,XAUUSD.Curncy,1787.45
2021-08-16,COM.US.Equity,23.5712
2021-08-17,BCOM.TR,200.7086
2021-08-17,GSCI.TR,2519.541
2021-08-17,XAUUSD.Curncy,1786.19
2021-08-17,COM.US.Equity,23.4339
2021-08-18,BCOM.TR,199.6405
2021-08-18,GSCI.TR,2499.32
2021-08-18,XAUUSD.Curncy,1787.82
2021-08-18,COM.US.Equity,23.3189
2021-08-19,BCOM.TR,196.2726
2021-08-19,GSCI.TR,2446.075
2021-08-19,XAUUSD.Curncy,1780.38
2021-08-19,COM.US.Equity,23.0338
2021-08-20,BCOM.TR,194.6618
2021-08-20,GSCI.TR,2416.896
2021-08-20,XAUUSD.Curncy,1781.11
2021-08-20,COM.US.Equity,22.7898
2021-08-23,BCOM.TR,198.8823
2021-08-23,GSCI.TR,2496.2
2021-08-23,XAUUSD.Curncy,1805.43
2021-08-23,COM.US.Equity,23.0757
2021-08-24,BCOM.TR,201.5394
2021-08-24,GSCI.TR,2542.423
2021-08-24,XAUUSD.Curncy,1802.9
2021-08-24,COM.US.Equity,23.3882
2021-08-25,BCOM.TR,202.3549
2021-08-25,GSCI.TR,2563.058
2021-08-25,XAUUSD.Curncy,1791
2021-08-25,COM.US.Equity,23.495
2021-08-26,BCOM.TR,202.7586
2021-08-26,GSCI.TR,2549.678
2021-08-26,XAUUSD.Curncy,1792.43
2021-08-26,COM.US.Equity,23.4721
2021-08-27,BCOM.TR,205.7474
2021-08-27,GSCI.TR,2586.401
2021-08-27,XAUUSD.Curncy,1817.57
2021-08-27,COM.US.Equity,23.6017
2021-08-30,BCOM.TR,205.3819
2021-08-30,GSCI.TR,2589.346
2021-08-30,XAUUSD.Curncy,1810.34
2021-08-30,COM.US.Equity,23.6093
2021-08-31,BCOM.TR,204.9696
2021-08-31,GSCI.TR,2577.953
2021-08-31,XAUUSD.Curncy,1813.62
2021-08-31,COM.US.Equity,23.6474
2021-09-01,BCOM.TR,205.141
2021-09-01,GSCI.TR,2571.697
2021-09-01,XAUUSD.Curncy,1813.9
2021-09-01,COM.US.Equity,23.3959
2021-09-02,BCOM.TR,206.5252
2021-09-02,GSCI.TR,2603.753
2021-09-02,XAUUSD.Curncy,1809.66
2021-09-02,COM.US.Equity,23.5788
2021-09-03,BCOM.TR,207.3849
2021-09-03,GSCI.TR,2599.987
2021-09-03,XAUUSD.Curncy,1827.73
2021-09-03,COM.US.Equity,23.6322
2021-09-06,BCOM.TR,207.3849
2021-09-06,GSCI.TR,2599.987
2021-09-06,XAUUSD.Curncy,1823.29
2021-09-06,COM.US.Equity,23.6322
2021-09-07,BCOM.TR,204.5582
2021-09-07,GSCI.TR,2566.873
2021-09-07,XAUUSD.Curncy,1794.36
2021-09-07,COM.US.Equity,23.434
2021-09-08,BCOM.TR,206.4726
2021-09-08,GSCI.TR,2586.594
2021-09-08,XAUUSD.Curncy,1789.26
2021-09-08,COM.US.Equity,23.4645
2021-09-09,BCOM.TR,206.2111
2021-09-09,GSCI.TR,2569.494
2021-09-09,XAUUSD.Curncy,1794.58
2021-09-09,COM.US.Equity,23.4111
2021-09-10,BCOM.TR,207.3624
2021-09-10,GSCI.TR,2601.889
2021-09-10,XAUUSD.Curncy,1787.58
2021-09-10,COM.US.Equity,23.6017
2021-09-13,BCOM.TR,208.577
2021-09-13,GSCI.TR,2612.904
2021-09-13,XAUUSD.Curncy,1793.75
2021-09-13,COM.US.Equity,23.6171
2021-09-14,BCOM.TR,208.9716
2021-09-14,GSCI.TR,2616.86
2021-09-14,XAUUSD.Curncy,1804.51
2021-09-14,COM.US.Equity,23.6398
2021-09-15,BCOM.TR,212.6556
2021-09-15,GSCI.TR,2671.236
2021-09-15,XAUUSD.Curncy,1794.06
2021-09-15,COM.US.Equity,23.8075
2021-09-16,BCOM.TR,210.5346
2021-09-16,GSCI.TR,2659.297
2021-09-16,XAUUSD.Curncy,1753.77
2021-09-16,COM.US.Equity,23.6932
2021-09-17,BCOM.TR,208.3064
2021-09-17,GSCI.TR,2641.048
2021-09-17,XAUUSD.Curncy,1754.34
2021-09-17,COM.US.Equity,23.5483
2021-09-20,BCOM.TR,205.1153
2021-09-20,GSCI.TR,2595.485
2021-09-20,XAUUSD.Curncy,1764.16
2021-09-20,COM.US.Equity,23.2358
2021-09-21,BCOM.TR,204.5057
2021-09-21,GSCI.TR,2593.274
2021-09-21,XAUUSD.Curncy,1774.51
2021-09-21,COM.US.Equity,23.2586
2021-09-22,BCOM.TR,207.4537
2021-09-22,GSCI.TR,2643.305
2021-09-22,XAUUSD.Curncy,1768.16
2021-09-22,COM.US.Equity,23.4781
2021-09-23,BCOM.TR,209.7785
2021-09-23,GSCI.TR,2676.163
2021-09-23,XAUUSD.Curncy,1742.76
2021-09-23,COM.US.Equity,23.7084
2021-09-24,BCOM.TR,211.3636
2021-09-24,GSCI.TR,2694.349
2021-09-24,XAUUSD.Curncy,1750.42
2021-09-24,COM.US.Equity,23.8342
2021-09-27,BCOM.TR,215.3098
2021-09-27,GSCI.TR,2738.284
2021-09-27,XAUUSD.Curncy,1750.16
2021-09-27,COM.US.Equity,24.021
2021-09-28,BCOM.TR,215.5045
2021-09-28,GSCI.TR,2732.997
2021-09-28,XAUUSD.Curncy,1734.01
2021-09-28,COM.US.Equity,23.9447
2021-09-29,BCOM.TR,212.6889
2021-09-29,GSCI.TR,2717.848
2021-09-29,XAUUSD.Curncy,1726.37
2021-09-29,COM.US.Equity,23.9829
2021-09-30,BCOM.TR,215.1673
2021-09-30,GSCI.TR,2733.489
2021-09-30,XAUUSD.Curncy,1756.95
2021-09-30,COM.US.Equity,24.1506
2021-10-01,BCOM.TR,215.5283
2021-10-01,GSCI.TR,2754.096
2021-10-01,XAUUSD.Curncy,1760.98
2021-10-01,COM.US.Equity,24.2802
2021-10-04,BCOM.TR,217.934
2021-10-04,GSCI.TR,2799.453
2021-10-04,XAUUSD.Curncy,1769.57
2021-10-04,COM.US.Equity,24.4403
2021-10-05,BCOM.TR,221.7785
2021-10-05,GSCI.TR,2839.255
2021-10-05,XAUUSD.Curncy,1760.18
2021-10-05,COM.US.Equity,24.7147
2021-10-06,BCOM.TR,216.9507
2021-10-06,GSCI.TR,2789.63
2021-10-06,XAUUSD.Curncy,1762.74
2021-10-06,COM.US.Equity,24.5699
2021-10-07,BCOM.TR,218.5504
2021-10-07,GSCI.TR,2814
2021-10-07,XAUUSD.Curncy,1755.78
2021-10-07,COM.US.Equity,24.7071
2021-10-08,BCOM.TR,219.1463
2021-10-08,GSCI.TR,2830.677
2021-10-08,XAUUSD.Curncy,1757.13
2021-10-08,COM.US.Equity,24.7376
2021-10-11,BCOM.TR,219.3448
2021-10-11,GSCI.TR,2853.847
2021-10-11,XAUUSD.Curncy,1754.15
2021-10-11,COM.US.Equity,24.7973
2021-10-12,BCOM.TR,219.3784
2021-10-12,GSCI.TR,2847.234
2021-10-12,XAUUSD.Curncy,1760.18
2021-10-12,COM.US.Equity,24.6995
2021-10-13,BCOM.TR,220.5488
2021-10-13,GSCI.TR,2847.581
2021-10-13,XAUUSD.Curncy,1792.97
2021-10-13,COM.US.Equity,24.7528
2021-10-14,BCOM.TR,222.971
2021-10-14,GSCI.TR,2880.615
2021-10-14,XAUUSD.Curncy,1795.87
2021-10-14,COM.US.Equity,24.9358
2021-10-15,BCOM.TR,223.651
2021-10-15,GSCI.TR,2909.18
2021-10-15,XAUUSD.Curncy,1767.62
2021-10-15,COM.US.Equity,25.0577
2021-10-18,BCOM.TR,221.2786
2021-10-18,GSCI.TR,2892.866
2021-10-18,XAUUSD.Curncy,1764.86
2021-10-18,COM.US.Equity,24.9739
2021-10-19,BCOM.TR,221.8958
2021-10-19,GSCI.TR,2900.143
2021-10-19,XAUUSD.Curncy,1769.29
2021-10-19,COM.US.Equity,24.9815
2021-10-20,BCOM.TR,224.5405
2021-10-20,GSCI.TR,2929.115
2021-10-20,XAUUSD.Curncy,1782.08
2021-10-20,COM.US.Equity,25.1492
2021-10-21,BCOM.TR,220.3663
2021-10-21,GSCI.TR,2880.202
2021-10-21,XAUUSD.Curncy,1782.9
2021-10-21,COM.US.Equity,24.8824
2021-10-22,BCOM.TR,221.5713
2021-10-22,GSCI.TR,2901.006
2021-10-22,XAUUSD.Curncy,1792.65
2021-10-22,COM.US.Equity,24.9281
2021-10-25,BCOM.TR,226.0264
2021-10-25,GSCI.TR,2932.774
2021-10-25,XAUUSD.Curncy,1807.73
2021-10-25,COM.US.Equity,25.0196
2021-10-26,BCOM.TR,225.6806
2021-10-26,GSCI.TR,2940.413
2021-10-26,XAUUSD.Curncy,1792.91
2021-10-26,COM.US.Equity,25.0349
2021-10-27,BCOM.TR,224.3992
2021-10-27,GSCI.TR,2900.758
2021-10-27,XAUUSD.Curncy,1796.81
2021-10-27,COM.US.Equity,24.9281
2021-10-28,BCOM.TR,222.7357
2021-10-28,GSCI.TR,2896.802
2021-10-28,XAUUSD.Curncy,1798.91
2021-10-28,COM.US.Equity,25.0273
2021-10-29,BCOM.TR,220.7274
2021-10-29,GSCI.TR,2891.951
2021-10-29,XAUUSD.Curncy,1783.38
2021-10-29,COM.US.Equity,24.9739
2021-11-01,BCOM.TR,221.3366
2021-11-01,GSCI.TR,2912.465
2021-11-01,XAUUSD.Curncy,1793.28
2021-11-01,COM.US.Equity,25.1797
2021-11-02,BCOM.TR,222.5651
2021-11-02,GSCI.TR,2915.295
2021-11-02,XAUUSD.Curncy,1787.76
2021-11-02,COM.US.Equity,25.1721
2021-11-03,BCOM.TR,220.2465
2021-11-03,GSCI.TR,2855.152
2021-11-03,XAUUSD.Curncy,1769.84
2021-11-03,COM.US.Equity,24.9729
2021-11-04,BCOM.TR,219.0558
2021-11-04,GSCI.TR,2820.23
2021-11-04,XAUUSD.Curncy,1792.04
2021-11-04,COM.US.Equity,24.89
2021-11-05,BCOM.TR,219.4015
2021-11-05,GSCI.TR,2854.84
2021-11-05,XAUUSD.Curncy,1818.36
2021-11-05,COM.US.Equity,25.0196
2021-11-08,BCOM.TR,219.497
2021-11-08,GSCI.TR,2868.298
2021-11-08,XAUUSD.Curncy,1824.18
2021-11-08,COM.US.Equity,25.0806
2021-11-09,BCOM.TR,218.8373
2021-11-09,GSCI.TR,2891.038
2021-11-09,XAUUSD.Curncy,1831.92
2021-11-09,COM.US.Equity,25.2026
2021-11-10,BCOM.TR,217.8672
2021-11-10,GSCI.TR,2857.044
2021-11-10,XAUUSD.Curncy,1849.6
2021-11-10,COM.US.Equity,25.0425
2021-11-11,BCOM.TR,220.6737
2021-11-11,GSCI.TR,2875.645
2021-11-11,XAUUSD.Curncy,1862.11
2021-11-11,COM.US.Equity,25.1187
2021-11-12,BCOM.TR,219.5337
2021-11-12,GSCI.TR,2861.129
2021-11-12,XAUUSD.Curncy,1864.9
2021-11-12,COM.US.Equity,25.1645
2021-11-15,BCOM.TR,220.3023
2021-11-15,GSCI.TR,2862.72
2021-11-15,XAUUSD.Curncy,1862.84
2021-11-15,COM.US.Equity,25.1568
2021-11-16,BCOM.TR,220.6909
2021-11-16,GSCI.TR,2864.776
2021-11-16,XAUUSD.Curncy,1850.63
2021-11-16,COM.US.Equity,25.1187
2021-11-17,BCOM.TR,218.7047
2021-11-17,GSCI.TR,2824.878
2021-11-17,XAUUSD.Curncy,1867.48
2021-11-17,COM.US.Equity,25.0959
2021-11-18,BCOM.TR,219.0061
2021-11-18,GSCI.TR,2838.476
2021-11-18,XAUUSD.Curncy,1858.94
2021-11-18,COM.US.Equity,25.0959
2021-11-19,BCOM.TR,218.4979
2021-11-19,GSCI.TR,2799.492
2021-11-19,XAUUSD.Curncy,1845.73
2021-11-19,COM.US.Equity,24.9281
2021-11-22,BCOM.TR,218.0332
2021-11-22,GSCI.TR,2820.315
2021-11-22,XAUUSD.Curncy,1804.65
2021-11-22,COM.US.Equity,24.9129
2021-11-23,BCOM.TR,220.4872
2021-11-23,GSCI.TR,2865.331
2021-11-23,XAUUSD.Curncy,1789.16
2021-11-23,COM.US.Equity,25.1187
2021-11-24,BCOM.TR,221.2268
2021-11-24,GSCI.TR,2868.01
2021-11-24,XAUUSD.Curncy,1788.61
2021-11-24,COM.US.Equity,25.0425
2021-11-25,BCOM.TR,221.2268
2021-11-25,GSCI.TR,2868.01
2021-11-25,XAUUSD.Curncy,1788.85
2021-11-25,COM.US.Equity,25.0425
2021-11-26,BCOM.TR,213.7845
2021-11-26,GSCI.TR,2665.228
2021-11-26,XAUUSD.Curncy,1802.59
2021-11-26,COM.US.Equity,24.2794
2021-11-29,BCOM.TR,210.8309
2021-11-29,GSCI.TR,2677.822
2021-11-29,XAUUSD.Curncy,1784.6
2021-11-29,COM.US.Equity,24.2573
2021-11-30,BCOM.TR,204.591
2021-11-30,GSCI.TR,2578.938
2021-11-30,XAUUSD.Curncy,1774.52
2021-11-30,COM.US.Equity,23.7694
2021-12-01,BCOM.TR,203.3212
2021-12-01,GSCI.TR,2573.235
2021-12-01,XAUUSD.Curncy,1781.73
2021-12-01,COM.US.Equity,23.6816
2021-12-02,BCOM.TR,203.1402
2021-12-02,GSCI.TR,2587.565
2021-12-02,XAUUSD.Curncy,1768.74
2021-12-02,COM.US.Equity,23.7999
2021-12-03,BCOM.TR,204.5839
2021-12-03,GSCI.TR,2592.321
2021-12-03,XAUUSD.Curncy,1783.29
2021-12-03,COM.US.Equity,23.8456
2021-12-06,BCOM.TR,204.376
2021-12-06,GSCI.TR,2637.53
2021-12-06,XAUUSD.Curncy,1778.67
2021-12-06,COM.US.Equity,24.0743
2021-12-07,BCOM.TR,206.5046
2021-12-07,GSCI.TR,2689.43
2021-12-07,XAUUSD.Curncy,1784.13
2021-12-07,COM.US.Equity,24.2164
2021-12-08,BCOM.TR,207.7014
2021-12-08,GSCI.TR,2703.47
2021-12-08,XAUUSD.Curncy,1782.99
2021-12-08,COM.US.Equity,24.364
2021-12-09,BCOM.TR,206.2033
2021-12-09,GSCI.TR,2676.28
2021-12-09,XAUUSD.Curncy,1775.33
2021-12-09,COM.US.Equity,24.1506
2021-12-10,BCOM.TR,206.9409
2021-12-10,GSCI.TR,2690.555
2021-12-10,XAUUSD.Curncy,1782.84
2021-12-10,COM.US.Equity,24.2573
2021-12-13,BCOM.TR,206.0934
2021-12-13,GSCI.TR,2678.888
2021-12-13,XAUUSD.Curncy,1786.67
2021-12-13,COM.US.Equity,24.2116
2021-12-14,BCOM.TR,204.9924
2021-12-14,GSCI.TR,2664.254
2021-12-14,XAUUSD.Curncy,1770.85
2021-12-14,COM.US.Equity,24.1048
2021-12-15,BCOM.TR,203.9981
2021-12-15,GSCI.TR,2651.588
2021-12-15,XAUUSD.Curncy,1776.92
2021-12-15,COM.US.Equity,24.1201
2021-12-16,BCOM.TR,207.2389
2021-12-16,GSCI.TR,2699.951
2021-12-16,XAUUSD.Curncy,1799.35
2021-12-16,COM.US.Equity,24.2573
2021-12-17,BCOM.TR,205.9289
2021-12-17,GSCI.TR,2671.342
2021-12-17,XAUUSD.Curncy,1798.11
2021-12-17,COM.US.Equity,24.1201
2021-12-20,BCOM.TR,203.7065
2021-12-20,GSCI.TR,2623.87
2021-12-20,XAUUSD.Curncy,1790.93
2021-12-20,COM.US.Equity,23.9752
2021-12-21,BCOM.TR,207.475
2021-12-21,GSCI.TR,2692.887
2021-12-21,XAUUSD.Curncy,1789.27
2021-12-21,COM.US.Equity,24.262
2021-12-22,BCOM.TR,210.8496
2021-12-22,GSCI.TR,2738.495
2021-12-22,XAUUSD.Curncy,1803.67
2021-12-22,COM.US.Equity,24.4727
2021-12-23,BCOM.TR,211.2218
2021-12-23,GSCI.TR,2760.662
2021-12-23,XAUUSD.Curncy,1808.81
2021-12-23,COM.US.Equity,24.5739
2021-12-24,BCOM.TR,211.2218
2021-12-24,GSCI.TR,2760.662
2021-12-24,XAUUSD.Curncy,1810.26
2021-12-24,COM.US.Equity,24.5739
2021-12-27,BCOM.TR,214.3779
2021-12-27,GSCI.TR,2801.153
2021-12-27,XAUUSD.Curncy,1812.13
2021-12-27,COM.US.Equity,24.7341
2021-12-28,BCOM.TR,213.6978
2021-12-28,GSCI.TR,2799.403
2021-12-28,XAUUSD.Curncy,1806.18
2021-12-28,COM.US.Equity,24.5233
2021-12-29,BCOM.TR,213.974
2021-12-29,GSCI.TR,2812.378
2021-12-29,XAUUSD.Curncy,1804.71
2021-12-29,COM.US.Equity,24.6835
2021-12-30,BCOM.TR,212.3561
2021-12-30,GSCI.TR,2808.291
2021-12-30,XAUUSD.Curncy,1814.67
2021-12-30,COM.US.Equity,24.6413
2021-12-31,BCOM.TR,211.8033
2021-12-31,GSCI.TR,2774.726
2021-12-31,XAUUSD.Curncy,1829.2
2021-12-31,COM.US.Equity,24.5992
2022-01-03,BCOM.TR,212.4339
2022-01-03,GSCI.TR,2791.076
2022-01-03,XAUUSD.Curncy,1801.45
2022-01-03,COM.US.Equity,24.5486
