"","date","series","value"
"1669",2021-06-23,"BCOM.TR",196.975
"1670",2021-06-23,"GSCI.TR",2560.79
"1671",2021-06-23,"XAUUSD.Curncy",1778.68
"1672",2021-06-23,"S.P500.TR",8825.01
"1673",2021-06-23,"ABCTRI",5757.822757
"1674",2021-06-23,"CL1.Comdty",73.08
"1675",2021-06-24,"BCOM.TR",197.1988
"1676",2021-06-24,"GSCI.TR",2562.193
"1677",2021-06-24,"XAUUSD.Curncy",1775.17
"1678",2021-06-24,"S.P500.TR",8877.06
"1679",2021-06-24,"ABCTRI",5757.7431
"1680",2021-06-24,"CL1.Comdty",73.3
"1681",2021-06-25,"BCOM.TR",197.3719
"1682",2021-06-25,"GSCI.TR",2568.646
"1683",2021-06-25,"XAUUSD.Curncy",1781.44
"1684",2021-06-25,"S.P500.TR",8906.79
"1685",2021-06-25,"ABCTRI",5738.238932
"1686",2021-06-25,"CL1.Comdty",74.05
"1687",2021-06-28,"BCOM.TR",198.7168
"1688",2021-06-28,"GSCI.TR",2563.318
"1689",2021-06-28,"XAUUSD.Curncy",1778.48
"1690",2021-06-28,"S.P500.TR",8927.4
"1691",2021-06-28,"ABCTRI",5772.870128
"1692",2021-06-28,"CL1.Comdty",72.91
"1693",2021-06-29,"BCOM.TR",198.9993
"1694",2021-06-29,"GSCI.TR",2568.97
"1695",2021-06-29,"XAUUSD.Curncy",1761.24
"1696",2021-06-29,"S.P500.TR",8930.67
"1697",2021-06-29,"ABCTRI",5771.598952
"1698",2021-06-29,"CL1.Comdty",72.98
"1699",2021-06-30,"BCOM.TR",201.8662
"1700",2021-06-30,"GSCI.TR",2597.793
"1701",2021-06-30,"XAUUSD.Curncy",1770.11
"1702",2021-06-30,"S.P500.TR",8942.78
"1703",2021-06-30,"ABCTRI",5842.154939
"1704",2021-06-30,"CL1.Comdty",73.47
"1705",2021-07-01,"BCOM.TR",202.1823
"1706",2021-07-01,"GSCI.TR",2619.852
"1707",2021-07-01,"XAUUSD.Curncy",1776.84
"1708",2021-07-01,"S.P500.TR",8990.08
"1709",2021-07-01,"ABCTRI",5844.026959
"1710",2021-07-01,"CL1.Comdty",75.23
"1711",2021-07-02,"BCOM.TR",202.7936
"1712",2021-07-02,"GSCI.TR",2624.366
"1713",2021-07-02,"XAUUSD.Curncy",1787.3
"1714",2021-07-02,"S.P500.TR",9058.66
"1715",2021-07-02,"ABCTRI",5867.837023
"1716",2021-07-02,"CL1.Comdty",75.16
"1717",2021-07-05,"BCOM.TR",202.7936
"1718",2021-07-05,"GSCI.TR",2624.366
"1719",2021-07-05,"XAUUSD.Curncy",1791.77
"1720",2021-07-05,"S.P500.TR",9058.66
"1721",2021-07-05,"ABCTRI",5868.048629
"1722",2021-07-05,"CL1.Comdty",75.16
"1723",2021-07-06,"BCOM.TR",198.1437
"1724",2021-07-06,"GSCI.TR",2563.191
"1725",2021-07-06,"XAUUSD.Curncy",1797.08
"1726",2021-07-06,"S.P500.TR",9040.76
"1727",2021-07-06,"ABCTRI",5751.505619
"1728",2021-07-06,"CL1.Comdty",73.37
"1729",2021-07-07,"BCOM.TR",197.4553
"1730",2021-07-07,"GSCI.TR",2538.991
"1731",2021-07-07,"XAUUSD.Curncy",1803.63
"1732",2021-07-07,"S.P500.TR",9071.14
"1733",2021-07-07,"ABCTRI",5745.161204
"1734",2021-07-07,"CL1.Comdty",72.2
"1735",2021-07-08,"BCOM.TR",197.6729
"1736",2021-07-08,"GSCI.TR",2547.741
"1737",2021-07-08,"XAUUSD.Curncy",1802.83
"1738",2021-07-08,"S.P500.TR",8995.26
"1739",2021-07-08,"ABCTRI",5735.549624
"1740",2021-07-08,"CL1.Comdty",72.94
"1741",2021-07-09,"BCOM.TR",199.6381
"1742",2021-07-09,"GSCI.TR",2583.979
"1743",2021-07-09,"XAUUSD.Curncy",1808.32
"1744",2021-07-09,"S.P500.TR",9096.84
"1745",2021-07-09,"ABCTRI",5770.466213
"1746",2021-07-09,"CL1.Comdty",74.56
"1747",2021-07-12,"BCOM.TR",200.641
"1748",2021-07-12,"GSCI.TR",2587.051
"1749",2021-07-12,"XAUUSD.Curncy",1806.28
"1750",2021-07-12,"S.P500.TR",9128.22
"1751",2021-07-12,"ABCTRI",5797.009607
"1752",2021-07-12,"CL1.Comdty",74.1
"1753",2021-07-13,"BCOM.TR",201.7395
"1754",2021-07-13,"GSCI.TR",2614.229
"1755",2021-07-13,"XAUUSD.Curncy",1807.76
"1756",2021-07-13,"S.P500.TR",9096.15
"1757",2021-07-13,"ABCTRI",5820.857854
"1758",2021-07-13,"CL1.Comdty",75.25
"1759",2021-07-14,"BCOM.TR",201.5873
"1760",2021-07-14,"GSCI.TR",2591.344
"1761",2021-07-14,"XAUUSD.Curncy",1827.53
"1762",2021-07-14,"S.P500.TR",9107.85
"1763",2021-07-14,"ABCTRI",5831.496326
"1764",2021-07-14,"CL1.Comdty",73.13
"1765",2021-07-15,"BCOM.TR",200.9895
"1766",2021-07-15,"GSCI.TR",2571.394
"1767",2021-07-15,"XAUUSD.Curncy",1829.47
"1768",2021-07-15,"S.P500.TR",9078.33
"1769",2021-07-15,"ABCTRI",5830.374017
"1770",2021-07-15,"CL1.Comdty",71.65
"1771",2021-07-16,"BCOM.TR",201.6343
"1772",2021-07-16,"GSCI.TR",2575.469
"1773",2021-07-16,"XAUUSD.Curncy",1812.05
"1774",2021-07-16,"S.P500.TR",9009.89
"1775",2021-07-16,"ABCTRI",5859.165101
"1776",2021-07-16,"CL1.Comdty",71.81
"1777",2021-07-19,"BCOM.TR",196.6379
"1778",2021-07-19,"GSCI.TR",2469.834
"1779",2021-07-19,"XAUUSD.Curncy",1812.64
"1780",2021-07-19,"S.P500.TR",8867.07
"1781",2021-07-19,"ABCTRI",5729.76059
"1782",2021-07-19,"CL1.Comdty",66.42
"1783",2021-07-20,"BCOM.TR",199.2469
"1784",2021-07-20,"GSCI.TR",2499.682
"1785",2021-07-20,"XAUUSD.Curncy",1810.36
"1786",2021-07-20,"S.P500.TR",9001.77
"1787",2021-07-20,"ABCTRI",5787.4851
"1788",2021-07-20,"CL1.Comdty",67.42
"1789",2021-07-21,"BCOM.TR",202.2113
"1790",2021-07-21,"GSCI.TR",2562.164
"1791",2021-07-21,"XAUUSD.Curncy",1803.66
"1792",2021-07-21,"S.P500.TR",9075.97
"1793",2021-07-21,"ABCTRI",5855.713813
"1794",2021-07-21,"CL1.Comdty",70.3
"1795",2021-07-22,"BCOM.TR",203.932
"1796",2021-07-22,"GSCI.TR",2592.612
"1797",2021-07-22,"XAUUSD.Curncy",1806.92
"1798",2021-07-22,"S.P500.TR",9094.95
"1799",2021-07-22,"ABCTRI",5871.978988
"1800",2021-07-22,"CL1.Comdty",71.91
"1801",2021-07-23,"BCOM.TR",204.3231
"1802",2021-07-23,"GSCI.TR",2596.505
"1803",2021-07-23,"XAUUSD.Curncy",1802.15
"1804",2021-07-23,"S.P500.TR",9187.64
"1805",2021-07-23,"ABCTRI",5874.883419
"1806",2021-07-23,"CL1.Comdty",72.07
"1807",2021-07-26,"BCOM.TR",206.3586
"1808",2021-07-26,"GSCI.TR",2610.387
"1809",2021-07-26,"XAUUSD.Curncy",1797.63
"1810",2021-07-26,"S.P500.TR",9209.63
"1811",2021-07-26,"ABCTRI",5908.178501
"1812",2021-07-26,"CL1.Comdty",71.91
"1813",2021-07-27,"BCOM.TR",204.6344
"1814",2021-07-27,"GSCI.TR",2598.662
"1815",2021-07-27,"XAUUSD.Curncy",1799.09
"1816",2021-07-27,"S.P500.TR",9166.27
"1817",2021-07-27,"ABCTRI",5895.833187
"1818",2021-07-27,"CL1.Comdty",71.65
"1819",2021-07-28,"BCOM.TR",205.3746
"1820",2021-07-28,"GSCI.TR",2611.614
"1821",2021-07-28,"XAUUSD.Curncy",1807.11
"1822",2021-07-28,"S.P500.TR",9164.62
"1823",2021-07-28,"ABCTRI",5919.320825
"1824",2021-07-28,"CL1.Comdty",72.39
"1825",2021-07-29,"BCOM.TR",208.2043
"1826",2021-07-29,"GSCI.TR",2649.454
"1827",2021-07-29,"XAUUSD.Curncy",1828.17
"1828",2021-07-29,"S.P500.TR",9204.25
"1829",2021-07-29,"ABCTRI",5969.284751
"1830",2021-07-29,"CL1.Comdty",73.62
"1831",2021-07-30,"BCOM.TR",205.5776
"1832",2021-07-30,"GSCI.TR",2638.689
"1833",2021-07-30,"XAUUSD.Curncy",1814.19
"1834",2021-07-30,"S.P500.TR",9155.21
"1835",2021-07-30,"ABCTRI",5934.797771
"1836",2021-07-30,"CL1.Comdty",73.95
"1837",2021-08-02,"BCOM.TR",204.4508
"1838",2021-08-02,"GSCI.TR",2601.279
"1839",2021-08-02,"XAUUSD.Curncy",1813.47
"1840",2021-08-02,"S.P500.TR",9138.36
"1841",2021-08-02,"ABCTRI",5928.707704
"1842",2021-08-02,"CL1.Comdty",71.26
"1843",2021-08-03,"BCOM.TR",203.5977
"1844",2021-08-03,"GSCI.TR",2585.17
"1845",2021-08-03,"XAUUSD.Curncy",1810.44
"1846",2021-08-03,"S.P500.TR",9213.35
"1847",2021-08-03,"ABCTRI",5907.87865
"1848",2021-08-03,"CL1.Comdty",70.56
"1849",2021-08-04,"BCOM.TR",202.5423
"1850",2021-08-04,"GSCI.TR",2544.964
"1851",2021-08-04,"XAUUSD.Curncy",1811.74
"1852",2021-08-04,"S.P500.TR",9170.76
"1853",2021-08-04,"ABCTRI",5878.957423
"1854",2021-08-04,"CL1.Comdty",68.15
"1855",2021-08-05,"BCOM.TR",203.5006
"1856",2021-08-05,"GSCI.TR",2565.155
"1857",2021-08-05,"XAUUSD.Curncy",1804.41
"1858",2021-08-05,"S.P500.TR",9226.49
"1859",2021-08-05,"ABCTRI",5916.734095
"1860",2021-08-05,"CL1.Comdty",69.09
"1861",2021-08-06,"BCOM.TR",202.1843
"1862",2021-08-06,"GSCI.TR",2548.298
"1863",2021-08-06,"XAUUSD.Curncy",1763.03
"1864",2021-08-06,"S.P500.TR",9243.03
"1865",2021-08-06,"ABCTRI",5919.840737
"1866",2021-08-06,"CL1.Comdty",68.28
"1867",2021-08-09,"BCOM.TR",198.851
"1868",2021-08-09,"GSCI.TR",2501.675
"1869",2021-08-09,"XAUUSD.Curncy",1729.94
"1870",2021-08-09,"S.P500.TR",9235.05
"1871",2021-08-09,"ABCTRI",5861.229457
"1872",2021-08-09,"CL1.Comdty",66.48
"1873",2021-08-10,"BCOM.TR",201.537
"1874",2021-08-10,"GSCI.TR",2545.934
"1875",2021-08-10,"XAUUSD.Curncy",1728.93
"1876",2021-08-10,"S.P500.TR",9244.22
"1877",2021-08-10,"ABCTRI",5934.411245
"1878",2021-08-10,"CL1.Comdty",68.29
"1879",2021-08-11,"BCOM.TR",202.7755
"1880",2021-08-11,"GSCI.TR",2565.597
"1881",2021-08-11,"XAUUSD.Curncy",1751.7
"1882",2021-08-11,"S.P500.TR",9267.4
"1883",2021-08-11,"ABCTRI",5953.191881
"1884",2021-08-11,"CL1.Comdty",69.25
"1885",2021-08-12,"BCOM.TR",202.8138
"1886",2021-08-12,"GSCI.TR",2570.54
"1887",2021-08-12,"XAUUSD.Curncy",1752.9
"1888",2021-08-12,"S.P500.TR",9297.2
"1889",2021-08-12,"ABCTRI",5987.935816
"1890",2021-08-12,"CL1.Comdty",69.09
"1891",2021-08-13,"BCOM.TR",203.2211
"1892",2021-08-13,"GSCI.TR",2565.054
"1893",2021-08-13,"XAUUSD.Curncy",1779.74
"1894",2021-08-13,"S.P500.TR",9312.51
"1895",2021-08-13,"ABCTRI",6001.397947
"1896",2021-08-13,"CL1.Comdty",68.44
"1897",2021-08-16,"BCOM.TR",202.9123
"1898",2021-08-16,"GSCI.TR",2544.429
"1899",2021-08-16,"XAUUSD.Curncy",1787.45
"1900",2021-08-16,"S.P500.TR",9337.18
"1901",2021-08-16,"ABCTRI",5977.726021
"1902",2021-08-16,"CL1.Comdty",67.29
"1903",2021-08-17,"BCOM.TR",200.7086
"1904",2021-08-17,"GSCI.TR",2519.541
"1905",2021-08-17,"XAUUSD.Curncy",1786.19
"1906",2021-08-17,"S.P500.TR",9271.83
"1907",2021-08-17,"ABCTRI",5934.375615
"1908",2021-08-17,"CL1.Comdty",66.59
"1909",2021-08-18,"BCOM.TR",199.6405
"1910",2021-08-18,"GSCI.TR",2499.32
"1911",2021-08-18,"XAUUSD.Curncy",1787.82
"1912",2021-08-18,"S.P500.TR",9173.93
"1913",2021-08-18,"ABCTRI",5916.543676
"1914",2021-08-18,"CL1.Comdty",65.46
"1915",2021-08-19,"BCOM.TR",196.2726
"1916",2021-08-19,"GSCI.TR",2446.075
"1917",2021-08-19,"XAUUSD.Curncy",1780.38
"1918",2021-08-19,"S.P500.TR",9186.07
"1919",2021-08-19,"ABCTRI",5828.873218
"1920",2021-08-19,"CL1.Comdty",63.69
"1921",2021-08-20,"BCOM.TR",194.6618
"1922",2021-08-20,"GSCI.TR",2416.896
"1923",2021-08-20,"XAUUSD.Curncy",1781.11
"1924",2021-08-20,"S.P500.TR",9261.31
"1925",2021-08-20,"ABCTRI",5777.921424
"1926",2021-08-20,"CL1.Comdty",62.32
"1927",2021-08-23,"BCOM.TR",198.8823
"1928",2021-08-23,"GSCI.TR",2496.2
"1929",2021-08-23,"XAUUSD.Curncy",1805.43
"1930",2021-08-23,"S.P500.TR",9341.09
"1931",2021-08-23,"ABCTRI",5856.750133
"1932",2021-08-23,"CL1.Comdty",65.64
"1933",2021-08-24,"BCOM.TR",201.5394
"1934",2021-08-24,"GSCI.TR",2542.423
"1935",2021-08-24,"XAUUSD.Curncy",1802.9
"1936",2021-08-24,"S.P500.TR",9355.11
"1937",2021-08-24,"ABCTRI",5922.115131
"1938",2021-08-24,"CL1.Comdty",67.54
"1939",2021-08-25,"BCOM.TR",202.3549
"1940",2021-08-25,"GSCI.TR",2563.058
"1941",2021-08-25,"XAUUSD.Curncy",1791
"1942",2021-08-25,"S.P500.TR",9376
"1943",2021-08-25,"ABCTRI",5954.30713
"1944",2021-08-25,"CL1.Comdty",68.36
"1945",2021-08-26,"BCOM.TR",202.7586
"1946",2021-08-26,"GSCI.TR",2549.678
"1947",2021-08-26,"XAUUSD.Curncy",1792.43
"1948",2021-08-26,"S.P500.TR",9321.74
"1949",2021-08-26,"ABCTRI",5935.529138
"1950",2021-08-26,"CL1.Comdty",67.42
"1951",2021-08-27,"BCOM.TR",205.7474
"1952",2021-08-27,"GSCI.TR",2586.401
"1953",2021-08-27,"XAUUSD.Curncy",1817.57
"1954",2021-08-27,"S.P500.TR",9404.15
"1955",2021-08-27,"ABCTRI",5981.409512
"1956",2021-08-27,"CL1.Comdty",68.74
"1957",2021-08-30,"BCOM.TR",205.3819
"1958",2021-08-30,"GSCI.TR",2589.346
"1959",2021-08-30,"XAUUSD.Curncy",1810.34
"1960",2021-08-30,"S.P500.TR",9445.24
"1961",2021-08-30,"ABCTRI",5978.413125
"1962",2021-08-30,"CL1.Comdty",69.21
"1963",2021-08-31,"BCOM.TR",204.9696
"1964",2021-08-31,"GSCI.TR",2577.953
"1965",2021-08-31,"XAUUSD.Curncy",1813.62
"1966",2021-08-31,"S.P500.TR",9433.58
"1967",2021-08-31,"ABCTRI",5959.470597
"1968",2021-08-31,"CL1.Comdty",68.5
"1969",2021-09-01,"BCOM.TR",205.141
"1970",2021-09-01,"GSCI.TR",2571.697
"1971",2021-09-01,"XAUUSD.Curncy",1813.9
"1972",2021-09-01,"S.P500.TR",9437.15
"1973",2021-09-01,"ABCTRI",5937.440605
"1974",2021-09-01,"CL1.Comdty",68.59
"1975",2021-09-02,"BCOM.TR",206.5252
"1976",2021-09-02,"GSCI.TR",2603.753
"1977",2021-09-02,"XAUUSD.Curncy",1809.66
"1978",2021-09-02,"S.P500.TR",9465.47
"1979",2021-09-02,"ABCTRI",5979.538417
"1980",2021-09-02,"CL1.Comdty",69.99
"1981",2021-09-03,"BCOM.TR",207.3849
"1982",2021-09-03,"GSCI.TR",2599.987
"1983",2021-09-03,"XAUUSD.Curncy",1827.73
"1984",2021-09-03,"S.P500.TR",9462.54
"1985",2021-09-03,"ABCTRI",5982.451077
"1986",2021-09-03,"CL1.Comdty",69.29
"1987",2021-09-06,"BCOM.TR",207.3849
"1988",2021-09-06,"GSCI.TR",2599.987
"1989",2021-09-06,"XAUUSD.Curncy",1823.29
"1990",2021-09-06,"S.P500.TR",9462.54
"1991",2021-09-06,"ABCTRI",5982.672348
"1992",2021-09-06,"CL1.Comdty",69.29
"1993",2021-09-07,"BCOM.TR",204.5582
"1994",2021-09-07,"GSCI.TR",2566.873
"1995",2021-09-07,"XAUUSD.Curncy",1794.36
"1996",2021-09-07,"S.P500.TR",9430.68
"1997",2021-09-07,"ABCTRI",5938.755937
"1998",2021-09-07,"CL1.Comdty",68.35
"1999",2021-09-08,"BCOM.TR",206.4726
"2000",2021-09-08,"GSCI.TR",2586.594
"2001",2021-09-08,"XAUUSD.Curncy",1789.26
"2002",2021-09-08,"S.P500.TR",9418.57
"2003",2021-09-08,"ABCTRI",5950.882165
"2004",2021-09-08,"CL1.Comdty",69.3
"2005",2021-09-09,"BCOM.TR",206.2111
"2006",2021-09-09,"GSCI.TR",2569.494
"2007",2021-09-09,"XAUUSD.Curncy",1794.58
"2008",2021-09-09,"S.P500.TR",9375.99
"2009",2021-09-09,"ABCTRI",5928.549381
"2010",2021-09-09,"CL1.Comdty",68.14
"2011",2021-09-10,"BCOM.TR",207.3624
"2012",2021-09-10,"GSCI.TR",2601.889
"2013",2021-09-10,"XAUUSD.Curncy",1787.58
"2014",2021-09-10,"S.P500.TR",9304.03
"2015",2021-09-10,"ABCTRI",5977.803499
"2016",2021-09-10,"CL1.Comdty",69.72
"2017",2021-09-13,"BCOM.TR",208.577
"2018",2021-09-13,"GSCI.TR",2612.904
"2019",2021-09-13,"XAUUSD.Curncy",1793.75
"2020",2021-09-13,"S.P500.TR",9325.29
"2021",2021-09-13,"ABCTRI",5982.356756
"2022",2021-09-13,"CL1.Comdty",70.45
"2023",2021-09-14,"BCOM.TR",208.9716
"2024",2021-09-14,"GSCI.TR",2616.86
"2025",2021-09-14,"XAUUSD.Curncy",1804.51
"2026",2021-09-14,"S.P500.TR",9273.99
"2027",2021-09-14,"ABCTRI",5986.63659
"2028",2021-09-14,"CL1.Comdty",70.46
"2029",2021-09-15,"BCOM.TR",212.6556
"2030",2021-09-15,"GSCI.TR",2671.236
"2031",2021-09-15,"XAUUSD.Curncy",1794.06
"2032",2021-09-15,"S.P500.TR",9352.83
"2033",2021-09-15,"ABCTRI",6030.424022
"2034",2021-09-15,"CL1.Comdty",72.61
"2035",2021-09-16,"BCOM.TR",210.5346
"2036",2021-09-16,"GSCI.TR",2659.297
"2037",2021-09-16,"XAUUSD.Curncy",1753.77
"2038",2021-09-16,"S.P500.TR",9338.61
"2039",2021-09-16,"ABCTRI",5999.420537
"2040",2021-09-16,"CL1.Comdty",72.61
"2041",2021-09-17,"BCOM.TR",208.3064
"2042",2021-09-17,"GSCI.TR",2641.048
"2043",2021-09-17,"XAUUSD.Curncy",1754.34
"2044",2021-09-17,"S.P500.TR",9253.57
"2045",2021-09-17,"ABCTRI",5964.588075
"2046",2021-09-17,"CL1.Comdty",71.97
"2047",2021-09-20,"BCOM.TR",205.1153
"2048",2021-09-20,"GSCI.TR",2595.485
"2049",2021-09-20,"XAUUSD.Curncy",1764.16
"2050",2021-09-20,"S.P500.TR",9096.52
"2051",2021-09-20,"ABCTRI",5883.896998
"2052",2021-09-20,"CL1.Comdty",70.29
"2053",2021-09-21,"BCOM.TR",204.5057
"2054",2021-09-21,"GSCI.TR",2593.274
"2055",2021-09-21,"XAUUSD.Curncy",1774.51
"2056",2021-09-21,"S.P500.TR",9089.55
"2057",2021-09-21,"ABCTRI",5902.927578
"2058",2021-09-21,"CL1.Comdty",70.56
"2059",2021-09-22,"BCOM.TR",207.4537
"2060",2021-09-22,"GSCI.TR",2643.305
"2061",2021-09-22,"XAUUSD.Curncy",1768.16
"2062",2021-09-22,"S.P500.TR",9176.08
"2063",2021-09-22,"ABCTRI",5958.828186
"2064",2021-09-22,"CL1.Comdty",72.23
"2065",2021-09-23,"BCOM.TR",209.7785
"2066",2021-09-23,"GSCI.TR",2676.163
"2067",2021-09-23,"XAUUSD.Curncy",1742.76
"2068",2021-09-23,"S.P500.TR",9287.8
"2069",2021-09-23,"ABCTRI",6005.606655
"2070",2021-09-23,"CL1.Comdty",73.3
"2071",2021-09-24,"BCOM.TR",211.3636
"2072",2021-09-24,"GSCI.TR",2694.349
"2073",2021-09-24,"XAUUSD.Curncy",1750.42
"2074",2021-09-24,"S.P500.TR",9301.49
"2075",2021-09-24,"ABCTRI",6040.985583
"2076",2021-09-24,"CL1.Comdty",73.98
"2077",2021-09-27,"BCOM.TR",215.3098
"2078",2021-09-27,"GSCI.TR",2738.284
"2079",2021-09-27,"XAUUSD.Curncy",1750.16
"2080",2021-09-27,"S.P500.TR",9275.87
"2081",2021-09-27,"ABCTRI",6087.847088
"2082",2021-09-27,"CL1.Comdty",75.45
"2083",2021-09-28,"BCOM.TR",215.5045
"2084",2021-09-28,"GSCI.TR",2732.997
"2085",2021-09-28,"XAUUSD.Curncy",1734.01
"2086",2021-09-28,"S.P500.TR",9087.47
"2087",2021-09-28,"ABCTRI",6070.423092
"2088",2021-09-28,"CL1.Comdty",75.29
"2089",2021-09-29,"BCOM.TR",212.6889
"2090",2021-09-29,"GSCI.TR",2717.848
"2091",2021-09-29,"XAUUSD.Curncy",1726.37
"2092",2021-09-29,"S.P500.TR",9102.62
"2093",2021-09-29,"ABCTRI",6082.337108
"2094",2021-09-29,"CL1.Comdty",74.83
"2095",2021-09-30,"BCOM.TR",215.1673
"2096",2021-09-30,"GSCI.TR",2733.489
"2097",2021-09-30,"XAUUSD.Curncy",1756.95
"2098",2021-09-30,"S.P500.TR",8994.83
"2099",2021-09-30,"ABCTRI",6118.543725
"2100",2021-09-30,"CL1.Comdty",75.03
"2101",2021-10-01,"BCOM.TR",215.5283
"2102",2021-10-01,"GSCI.TR",2754.096
"2103",2021-10-01,"XAUUSD.Curncy",1760.98
"2104",2021-10-01,"S.P500.TR",9098.25
"2105",2021-10-01,"ABCTRI",6149.924346
"2106",2021-10-01,"CL1.Comdty",75.88
"2107",2021-10-04,"BCOM.TR",217.934
"2108",2021-10-04,"GSCI.TR",2799.453
"2109",2021-10-04,"XAUUSD.Curncy",1769.57
"2110",2021-10-04,"S.P500.TR",8980.64
"2111",2021-10-04,"ABCTRI",6189.99242
"2112",2021-10-04,"CL1.Comdty",77.62
"2113",2021-10-05,"BCOM.TR",221.7785
"2114",2021-10-05,"GSCI.TR",2839.255
"2115",2021-10-05,"XAUUSD.Curncy",1760.18
"2116",2021-10-05,"S.P500.TR",9076.19
"2117",2021-10-05,"ABCTRI",6250.465695
"2118",2021-10-05,"CL1.Comdty",78.93
"2119",2021-10-06,"BCOM.TR",216.9507
"2120",2021-10-06,"GSCI.TR",2789.63
"2121",2021-10-06,"XAUUSD.Curncy",1762.74
"2122",2021-10-06,"S.P500.TR",9113.45
"2123",2021-10-06,"ABCTRI",6220.885259
"2124",2021-10-06,"CL1.Comdty",77.43
"2125",2021-10-07,"BCOM.TR",218.5504
"2126",2021-10-07,"GSCI.TR",2814
"2127",2021-10-07,"XAUUSD.Curncy",1755.78
"2128",2021-10-07,"S.P500.TR",9191.19
"2129",2021-10-07,"ABCTRI",6248.309531
"2130",2021-10-07,"CL1.Comdty",78.3
"2131",2021-10-08,"BCOM.TR",219.1463
"2132",2021-10-08,"GSCI.TR",2830.677
"2133",2021-10-08,"XAUUSD.Curncy",1757.13
"2134",2021-10-08,"S.P500.TR",9173.74
"2135",2021-10-08,"ABCTRI",6261.471469
"2136",2021-10-08,"CL1.Comdty",79.35
"2137",2021-10-11,"BCOM.TR",219.3448
"2138",2021-10-11,"GSCI.TR",2853.847
"2139",2021-10-11,"XAUUSD.Curncy",1754.15
"2140",2021-10-11,"S.P500.TR",9110.76
"2141",2021-10-11,"ABCTRI",6278.809991
"2142",2021-10-11,"CL1.Comdty",80.52
"2143",2021-10-12,"BCOM.TR",219.3784
"2144",2021-10-12,"GSCI.TR",2847.234
"2145",2021-10-12,"XAUUSD.Curncy",1760.18
"2146",2021-10-12,"S.P500.TR",9088.73
"2147",2021-10-12,"ABCTRI",6263.41744
"2148",2021-10-12,"CL1.Comdty",80.64
"2149",2021-10-13,"BCOM.TR",220.5488
"2150",2021-10-13,"GSCI.TR",2847.581
"2151",2021-10-13,"XAUUSD.Curncy",1792.97
"2152",2021-10-13,"S.P500.TR",9116.39
"2153",2021-10-13,"ABCTRI",6269.683391
"2154",2021-10-13,"CL1.Comdty",80.44
"2155",2021-10-14,"BCOM.TR",222.971
"2156",2021-10-14,"GSCI.TR",2880.615
"2157",2021-10-14,"XAUUSD.Curncy",1795.87
"2158",2021-10-14,"S.P500.TR",9272.97
"2159",2021-10-14,"ABCTRI",6318.303415
"2160",2021-10-14,"CL1.Comdty",81.31
"2161",2021-10-15,"BCOM.TR",223.651
"2162",2021-10-15,"GSCI.TR",2909.18
"2163",2021-10-15,"XAUUSD.Curncy",1767.62
"2164",2021-10-15,"S.P500.TR",9342.15
"2165",2021-10-15,"ABCTRI",6352.832132
"2166",2021-10-15,"CL1.Comdty",82.28
"2167",2021-10-18,"BCOM.TR",221.2786
"2168",2021-10-18,"GSCI.TR",2892.866
"2169",2021-10-18,"XAUUSD.Curncy",1764.86
"2170",2021-10-18,"S.P500.TR",9373.68
"2171",2021-10-18,"ABCTRI",6337.071192
"2172",2021-10-18,"CL1.Comdty",82.44
"2173",2021-10-19,"BCOM.TR",221.8958
"2174",2021-10-19,"GSCI.TR",2900.143
"2175",2021-10-19,"XAUUSD.Curncy",1769.29
"2176",2021-10-19,"S.P500.TR",9443.12
"2177",2021-10-19,"ABCTRI",6334.914431
"2178",2021-10-19,"CL1.Comdty",82.96
"2179",2021-10-20,"BCOM.TR",224.5405
"2180",2021-10-20,"GSCI.TR",2929.115
"2181",2021-10-20,"XAUUSD.Curncy",1782.08
"2182",2021-10-20,"S.P500.TR",9477.82
"2183",2021-10-20,"ABCTRI",6376.426711
"2184",2021-10-20,"CL1.Comdty",83.87
"2185",2021-10-21,"BCOM.TR",220.3663
"2186",2021-10-21,"GSCI.TR",2880.202
"2187",2021-10-21,"XAUUSD.Curncy",1782.9
"2188",2021-10-21,"S.P500.TR",9506.91
"2189",2021-10-21,"ABCTRI",6304.434596
"2190",2021-10-21,"CL1.Comdty",82.5
"2191",2021-10-22,"BCOM.TR",221.5713
"2192",2021-10-22,"GSCI.TR",2901.006
"2193",2021-10-22,"XAUUSD.Curncy",1792.65
"2194",2021-10-22,"S.P500.TR",9496.86
"2195",2021-10-22,"ABCTRI",6311.231858
"2196",2021-10-22,"CL1.Comdty",83.76
"2197",2021-10-25,"BCOM.TR",226.0264
"2198",2021-10-25,"GSCI.TR",2932.774
"2199",2021-10-25,"XAUUSD.Curncy",1807.73
"2200",2021-10-25,"S.P500.TR",9541.99
"2201",2021-10-25,"ABCTRI",6346.350503
"2202",2021-10-25,"CL1.Comdty",83.76
"2203",2021-10-26,"BCOM.TR",225.6806
"2204",2021-10-26,"GSCI.TR",2940.413
"2205",2021-10-26,"XAUUSD.Curncy",1792.91
"2206",2021-10-26,"S.P500.TR",9559.39
"2207",2021-10-26,"ABCTRI",6349.778469
"2208",2021-10-26,"CL1.Comdty",84.65
"2209",2021-10-27,"BCOM.TR",224.3992
"2210",2021-10-27,"GSCI.TR",2900.758
"2211",2021-10-27,"XAUUSD.Curncy",1796.81
"2212",2021-10-27,"S.P500.TR",9511.27
"2213",2021-10-27,"ABCTRI",6328.043517
